none
none
none
none
none
none
none
none
none
none
none
none
"e" "u" 1;
"e" "u" 1;
"e" "u" 1;
"e" "u" 1;
"e" "u" 1;
"e" "u" 1;
"e" "u" 1;
"e" "u" 1;
"e" "u" 1;
"e" "u" 1;
"e" "u" 1;
"e" "f" "u" 1;
"e" "f" "u" 1;
"e" "f" "g" "u" 1;
"e" "f" "g" "u" 1;
"e" "f" "g" "u" 1;
"e" "f" "g" "u" 1;
"e" "f" "g" "u" 1;
"e" "f" "g" "u" 1;
"e" "f" "g" "k" "u" 1;
"e" "f" "g" "k" "u" 1;
"e" "f" "g" "k" "u" 1;
"e" "f" "g" "k" "u" 1;
"e" "f" "g" "k" "u" 1;
"d" "r" 1; "e" "f" "g" "k" "u" 1;
"d" "r" 1; "e" "f" "g" "k" "u" 1;
"d" "r" 1; "e" "f" "g" "k" "u" 1;
"d" "r" 1; "e" "f" "g" "k" "u" 1;
"d" "r" 1; "e" "f" "g" "k" "u" 1;
"d" "r" 1; "e" "f" "g" "k" "u" 1;
"d" "r" 1; "e" "f" "g" "k" "u" 1;
"d" "r" 1; "e" "f" "g" "k" "u" 1;
"d" "r" 1; "e" "f" "g" "k" "u" "v" 1;
"d" "r" 1; "e" "f" "g" "k" "u" "v" 1;
"d" "r" 1; "e" "f" "g" "k" "u" "v" 1;
"d" "r" 1; "e" "f" "g" "k" "u" "v" 1;
"d" "r" 1; "e" "f" "g" "k" "u" "v" 1;
"c" "a" 1; "d" "r" 1; "e" "f" "g" "k" "u" "v" 1;
"c" "a" 1; "d" "r" 1; "e" "f" "g" "k" "u" "v" 1;
"c" "a" 1; "d" "r" 1; "e" "f" "g" "k" "u" "v" 1;
"c" "a" 1; "d" "r" 1; "e" "f" "g" "k" "u" "v" 1;
"c" "a" 1; "d" "r" 1; "e" "u" 2;
"c" "a" 1; "d" "r" 1; "e" "u" 2;
"c" "a" 1; "d" "r" 1; "e" "u" 2;
"c" "a" 1; "d" "r" 1; "e" "u" 2;
"b" "k" 1; "c" "a" 1; "d" "r" "t" 1; "e" "u" 2;
"b" "k" 1; "c" "a" 1; "d" "r" "t" 1; "e" "u" 2;
"b" "k" 1; "c" "a" 1; "d" "r" "t" 1; "e" "u" 2;
"b" "k" 1; "c" "a" 1; "d" "r" "t" 1; "e" "u" 2;
"b" "k" 1; "c" "a" 1; "d" "r" "t" 1; "e" "u" 2;
"b" "k" 1; "c" "a" 1; "d" "r" "t" 1; "e" "u" 2;
"b" "k" 1; "c" "a" 1; "d" "r" "t" 1; "e" "u" 2;
"b" "k" 1; "c" "a" "q" 1; "d" "r" "t" 1; "e" "u" 2;
"b" "k" 1; "c" "a" "q" 1; "d" "r" "t" 1; "e" "u" 2;
"b" "k" 1; "c" "a" "q" "r" 1; "d" "r" "t" 1; "e" "f" "u" 2;
"b" "k" "s" 1; "c" "a" "p" "q" "r" 1; "d" "r" "t" 1; "e" "f" "u" 2;
"b" "k" "s" 1; "c" "a" "p" "q" "r" 1; "d" "r" "t" 1; "e" "f" "u" 2;
"b" "k" "s" 1; "c" "a" "p" "q" "r" 1; "d" "r" "t" 1; "e" "f" "u" 2;
"b" "k" "s" 1; "c" "a" "e" "o" "p" "q" "r" 1; "d" "d" "r" "t" 1; "e" "f" "u" 2;
"a" "q" 1; "b" "k" "s" 1; "c" "a" "e" "o" "p" "q" "r" 1; "d" "d" "k" "r" "t" 1; "e" "f" "u" 2;
"a" "q" 1; "b" "k" "s" 1; "c" "a" "e" "o" "p" "q" "r" 1; "d" "d" "k" "r" "t" 1; "e" "f" "u" 2;
"a" "q" "z" 1; "b" "g" "k" "s" 1; "c" "a" "e" "o" "p" "q" "r" 1; "d" "d" "k" "r" "t" 1; "e" "f" "u" 2;
"a" "q" "z" 1; "b" "g" "k" "s" 1; "c" "a" "c" "e" "o" "p" "q" "r" 1; "d" "c" "d" "k" "r" "t" 1; "e" "f" "u" 2;
"a" "q" "z" 1; "b" "g" "k" "s" 1; "c" "a" "c" "e" "o" "p" "q" "r" 1; "d" "c" "d" "k" "r" "t" 1; "e" "f" "u" 2;
"a" "q" "z" 1; "b" "g" "k" "n" "r" "s" 1; "c" "a" "c" "e" "o" "p" "q" "r" 1; "d" "c" "d" "k" "r" "t" "x" 1; "e" "f" "u" 2;
"a" "q" "z" 1; "b" "g" "k" "n" "p" "r" "s" "z" 1; "c" "a" "c" "e" "o" "p" "q" "r" 1; "d" "c" "d" "k" "r" "t" "x" 1; "e" "f" "q" "u" 2;
"a" "q" "z" 1; "b" "g" "k" "n" "p" "r" "s" "z" 1; "c" "a" "c" "e" "o" "p" "q" "r" 1; "d" "c" "d" "k" "r" "t" "x" 1; "e" "f" "q" "u" 2;
"a" "q" "z" 1; "b" "g" "k" "n" "p" "r" "s" "z" 1; "c" "a" "c" "e" "o" "p" "q" "r" 1; "d" "c" "d" "k" "r" "t" "x" 1; "e" "f" "q" "u" 2;
"a" "q" "z" 1; "b" "g" "k" "n" "p" "r" "s" "z" 1; "c" "a" "c" "e" "o" "p" "q" "r" 1; "d" "c" "d" "k" "r" "t" "x" 1; "e" "f" "q" "u" 2;
"a" "q" "z" 1; "b" "g" "k" "n" "p" "r" "s" "z" 1; "c" "a" "c" "e" "o" "p" "q" "r" 1; "d" "b" "c" "d" "k" "r" "t" "x" 1; "e" "f" "q" "u" 2;
"a" "d" "q" "t" "z" 1; "b" "g" "k" "n" "p" "r" "s" "z" 1; "c" "a" "c" "e" "o" "p" "q" "r" 1; "d" "b" "c" "d" "k" "r" "t" "x" 1; "e" "f" "q" "u" 2;
"a" "d" "f" "q" "r" "t" "z" 1; "b" "g" "k" "n" "p" "r" "s" "z" 1; "c" "a" "c" "e" "o" "p" "q" "r" 1; "d" "b" "c" "d" "k" "r" "t" "x" 1; "e" "f" "q" "u" 2;
"a" "d" "f" "q" "r" "t" "z" 1; "b" "g" "k" "n" "p" "r" "s" "z" 1; "c" "a" "c" "e" "o" "p" "q" "r" 1; "d" "b" "c" "d" "k" "r" "t" "u" "x" 1; "e" "f" "q" "u" 2;
"a" "d" "f" "q" "r" "t" "z" 1; "b" "g" "k" "n" "p" "r" "s" "z" 1; "c" "a" "c" "e" "o" "p" "q" "r" 1; "d" "b" "c" "d" "k" "r" "t" "u" "x" 1; "e" "f" "q" "u" 2;
