none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
"a" "x" 1; "c" "i" 1;
"a" "x" 1; "c" "i" 1;
"a" "x" 1; "c" "i" 1;
"a" "x" 1; "c" "i" 1;
"a" "q" "x" 1; "c" "i" 1;
"a" "q" "x" 1; "c" "i" 1;
"a" "l" "q" "x" 1; "c" "i" 1;
"a" "l" "q" "x" "z" 1; "c" "i" 1;
"a" "l" "q" "x" "z" 1; "c" "i" 1;
"a" "l" "q" "x" "z" 1; "c" "i" 1;
"a" "l" "q" "x" "z" 1; "c" "i" 1;
"a" "l" "q" "x" "z" 1; "c" "i" "n" 1;
"a" "l" "q" "x" "z" 1; "c" "i" "n" 1;
"a" "l" "q" "x" "z" 1; "c" "i" "n" 1;
"a" "l" "q" "x" "z" 1; "c" "i" "n" 1;
"a" "l" "q" "x" "z" 1; "c" "i" "n" 1; "d" "u" 1;
"a" "l" "q" "x" "z" 1; "c" "i" "n" "x" 1; "d" "u" 1;
"a" "l" "q" "x" "z" 1; "c" "i" "n" "x" 1; "d" "u" 1;
"a" "l" "q" "x" "z" 1; "c" "i" "n" "x" 1; "d" "u" 1;
"a" "l" "q" "x" "z" 1; "c" "i" "n" "x" 1; "d" "u" 1; "e" "b" "z" 1;
"a" "l" "q" "x" "z" 1; "c" "i" "n" "x" 1; "d" "u" 1; "e" "b" "z" 1;
"a" "l" "q" "x" "z" 1; "c" "i" "n" "x" 1; "d" "u" 1; "e" "b" "z" 1;
"a" "j" "l" "q" "x" "z" 1; "c" "i" "n" "x" 1; "d" "u" 1; "e" "b" "z" 1;
"a" "j" "l" "q" "x" "z" 1; "c" "i" "n" "x" 1; "d" "u" 1; "e" "b" "z" 1;
"a" "j" "l" "q" "x" "z" 1; "c" "i" "n" "x" 1; "d" "u" 1; "e" "b" "z" 1;
"a" "j" "l" "q" "x" "z" 1; "c" "i" "n" "x" 1; "d" "u" 1; "e" "b" "m" "z" 1;
"a" "j" "l" "q" "x" "z" 1; "c" "i" "n" "x" 1; "d" "u" 1; "e" "b" "m" "z" 1;
"a" "j" "l" "q" "x" "z" 1; "b" "e" "j" "t" 1; "c" "i" "n" "x" 1; "d" "b" "u" 1; "e" "b" "m" "z" 1;
"a" "j" "l" "q" "u" "x" "z" 1; "b" "j" 2; "c" "i" "n" "x" 1; "d" "b" "u" 1; "e" "b" "h" "m" "z" 1;
"a" "j" "l" "q" "u" "x" "z" 1; "b" "j" 2; "c" "i" "n" "x" 1; "d" "b" "u" 1; "e" "b" "h" "m" "z" 1;
"a" "j" "l" "q" "u" "x" "z" 1; "b" "j" 2; "c" "i" "n" "x" 1; "d" "b" "t" "u" 1; "e" "b" "h" "m" "z" 1;
"a" "j" "l" "q" "u" "x" "z" 1; "b" "j" 2; "c" "i" "n" "x" 1; "d" "b" "t" "u" 1; "e" "b" "h" "l" "m" "z" 1;
"a" "j" "l" "q" "u" "x" "z" 1; "b" "j" 2; "c" "i" "n" "x" 1; "d" "b" "t" "u" 1; "e" "b" "h" "l" "m" "z" 1;
"a" "j" "l" "q" "u" "x" "z" 1; "b" "j" 2; "c" "i" "n" "x" 1; "d" "b" "e" "t" "u" 1; "e" "b" "h" "l" "m" "z" 1;
"a" "q" 2; "b" "j" 2; "c" "i" "n" "x" 1; "d" "b" "e" "q" "t" "u" 1; "e" "b" "h" "l" "m" "u" "z" 1;
"a" "q" 2; "b" "j" "z" 2; "c" "i" "n" "x" 1; "d" "b" "e" "q" "t" "u" 1; "e" "b" "h" "l" "m" "u" "z" 1;
"a" "q" 2; "b" "j" "z" 2; "c" "i" "n" "x" 1; "d" "b" "e" "q" "t" "u" 1; "e" "b" "h" "l" "m" "u" "z" 1;
"a" "q" 2; "b" "j" "z" 2; "c" "i" "n" "x" 1; "d" "b" "e" "q" "t" "u" 1; "e" "b" "h" "l" "m" "u" "z" 1;
"a" "q" 2; "b" "j" "q" "z" 2; "c" "i" "n" "x" 1; "d" "b" "d" "e" "q" "t" "u" 1; "e" "b" "h" "l" "m" "u" "z" 1;
"a" "q" 2; "b" "j" "q" "z" 2; "c" "i" "n" "x" 1; "d" "b" "d" "e" "i" "q" "t" "u" 1; "e" "b" "h" "k" "l" "m" "u" "z" 1;
"a" "q" 2; "b" "j" "q" "z" 2; "c" "i" "n" "x" 1; "d" "b" "d" "e" "i" "q" "t" "u" 1; "e" "b" "h" "k" "l" "m" "u" "z" 1;
"a" "q" 2; "b" "j" "q" "z" 2; "c" "i" "n" "x" 1; "d" "b" "d" "e" "i" "q" "t" "u" 1; "e" "b" "h" "k" "l" "m" "u" "z" 1;
"a" "q" 2; "b" "j" "q" "z" 2; "c" "i" "n" "x" 1; "d" "b" "d" "e" "i" "q" "t" "u" 1; "e" "b" "h" "k" "l" "m" "u" "z" 1;
"a" "q" 2; "b" "j" "q" "z" 2; "c" "i" "n" "x" 1; "d" "b" "d" "e" "i" "q" "t" "u" 1; "e" "b" "h" "k" "l" "m" "u" "z" 1;
"a" "q" 2; "b" "j" "q" "z" 2; "c" "i" "n" "x" 1; "d" "b" "d" "e" "i" "q" "t" "u" 1; "e" "b" "h" "k" "l" "m" "u" "z" 1;
"a" "q" 2; "b" "j" "q" "z" 2; "c" "i" "n" "u" "x" 1; "d" "b" "d" "e" "i" "q" "t" "u" 1; "e" "b" "h" "k" "l" "m" "u" "z" 1;
"a" "q" 2; "b" "j" "q" "z" 2; "c" "i" "n" "u" "x" 1; "d" "b" "d" "e" "i" "q" "t" "u" 1; "e" "b" "h" "k" "l" "m" "u" "z" 1;
"a" "q" 2; "b" "j" "q" "z" 2; "c" "i" "n" "u" "x" 1; "d" "b" "d" "e" "i" "q" "t" "u" 1; "e" "b" "h" "k" "l" "m" "u" "z" 1;
"a" "q" 2; "b" "j" "q" "z" 2; "c" "i" "n" "u" "x" 1; "d" "b" "d" "e" "i" "q" "t" "u" 1; "e" "b" "h" "k" "l" "m" "u" "z" 1;
