none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
"c" "m" 1;
"c" "m" 1;
"c" "m" 1; "e" "w" 1;
"c" "m" 1; "e" "q" "w" 1;
"c" "m" 1; "d" "g" 1; "e" "q" "w" 1;
"c" "m" 1; "d" "g" 1; "e" "q" "w" 1;
"a" "i" 1; "c" "m" 1; "d" "g" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" "r" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" "r" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" "r" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" "r" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "m" 1; "d" "g" "j" "r" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "i" "m" 1; "d" "g" "j" "r" 1; "e" "q" "w" 1;
"a" "i" "l" 1; "c" "i" "m" 1; "d" "g" "j" "r" 1; "e" "q" "w" "y" 1;
"a" "i" "l" 1; "c" "i" "m" 1; "d" "g" "j" "r" 1; "e" "q" "w" "y" 1;
"a" "i" "l" "t" 1; "c" "i" "m" 1; "d" "g" "j" "r" "t" 1; "e" "q" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "l" 1; "c" "i" "m" 1; "d" "g" "j" "r" "t" 1; "e" "q" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "l" 1; "c" "i" "m" "w" 1; "d" "g" "j" "r" "t" 1; "e" "q" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "l" 1; "c" "i" "m" "w" 1; "d" "g" "j" "r" "t" 1; "e" "q" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "l" 1; "c" "i" "m" "w" 1; "d" "g" "j" "n" "r" "t" 1; "e" "q" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "l" 1; "c" "w" 2; "d" "g" "j" "n" "r" "t" 1; "e" "q" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "l" 1; "c" "w" 2; "d" "g" "j" "n" "r" "t" 1; "e" "q" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "l" 1; "c" "w" 2; "d" "g" "j" "n" "r" "t" 1; "e" "q" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "l" 1; "c" "w" 2; "d" "t" 2; "e" "q" "r" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "f" "l" 1; "c" "w" 2; "d" "t" 2; "e" "q" "r" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "f" "l" 1; "c" "w" 2; "d" "t" 2; "e" "q" "r" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "f" "l" 1; "c" "w" 2; "d" "t" 2; "e" "o" "q" "r" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "f" "l" "q" 1; "c" "w" 2; "d" "t" 2; "e" "o" "q" "r" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "f" "l" "q" 1; "c" "w" 2; "d" "t" 2; "e" "o" "q" "r" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "f" "l" "q" 1; "c" "w" 2; "d" "t" 2; "e" "o" "q" "r" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "f" "l" "q" 1; "c" "w" 2; "d" "t" 2; "e" "o" "q" "r" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "f" "l" "q" 1; "c" "w" 2; "d" "t" 2; "e" "o" "q" "r" "w" "y" 1;
"a" "i" "l" "t" 1; "b" "f" "l" "q" 1; "c" "w" 2; "d" "t" 2; "e" "o" "q" "r" "w" "y" 1;
