none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
"c" "j" 1; "e" "w" 1;
"c" "j" 1; "e" "w" 1;
"c" "j" 1; "e" "w" 1;
"c" "j" "t" 1; "e" "w" 1;
"c" "j" "t" 1; "e" "w" 1;
"c" "j" "t" 1; "e" "w" 1;
"c" "j" "t" 1; "d" "j" 1; "e" "w" 1;
"c" "j" "t" 1; "d" "j" 1; "e" "w" 1;
"c" "j" "t" 1; "d" "j" 1; "e" "w" 1;
"a" "q" 1; "c" "d" "j" "n" "t" 1; "d" "j" 1; "e" "w" 1;
"a" "q" 1; "c" "d" "j" "n" "t" 1; "d" "j" 1; "e" "w" 1;
"a" "q" 1; "c" "d" "j" "n" "t" 1; "d" "j" 1; "e" "w" 1;
"a" "g" "n" "q" 1; "c" "a" "d" "j" "n" "t" 1; "d" "j" "k" "q" 1; "e" "w" 1;
"a" "g" "n" "q" 1; "c" "a" "d" "j" "n" "t" 1; "d" "j" "k" "q" 1; "e" "w" 1;
"a" "g" "n" "q" 1; "c" "a" "d" "j" "n" "t" 1; "d" "j" "k" "q" 1; "e" "w" 1;
"a" "g" "n" "q" 1; "b" "u" 1; "c" "a" "d" "j" "n" "t" 1; "d" "j" "k" "q" "z" 1; "e" "w" 1;
"a" "g" "n" "q" "v" 1; "b" "u" 1; "c" "a" "d" "j" "n" "t" 1; "d" "j" "k" "q" "z" 1; "e" "w" "y" 1;
"a" "g" "n" "q" "v" 1; "b" "u" 1; "c" "a" "d" "j" "n" "t" 1; "d" "j" "k" "q" "z" 1; "e" "w" "y" 1;
"a" "g" "n" "q" "v" 1; "b" "u" 1; "c" "a" "d" "j" "n" "t" 1; "d" "j" "k" "q" "z" 1; "e" "w" "y" 1;
"a" "g" "n" "q" "v" 1; "b" "u" 1; "c" "a" "d" "f" "j" "n" "t" 1; "d" "j" "k" "q" "z" 1; "e" "w" "y" 1;
"a" "g" "n" "q" "r" "v" 1; "b" "u" 1; "c" "a" "d" "f" "j" "n" "t" 1; "d" "j" "k" "q" "z" 1; "e" "w" "y" 1;
"a" "g" "n" "q" "r" "v" 1; "b" "u" 1; "c" "a" "d" "f" "j" "n" "t" 1; "d" "j" "k" "q" "z" 1; "e" "w" "y" 1;
"a" "g" "n" "q" "r" "v" 1; "b" "u" 1; "c" "a" "d" "f" "j" "n" "t" 1; "d" "j" "k" "q" "z" 1; "e" "c" "w" "y" 1;
"a" "g" "n" "q" "r" "v" 1; "b" "u" 1; "c" "a" "d" "f" "j" "n" "t" 1; "d" "j" "k" "m" "q" "z" 1; "e" "c" "w" "y" 1;
"a" "g" "n" "q" "r" "v" 1; "b" "u" 1; "c" "a" "d" "f" "j" "n" "t" 1; "d" "j" "k" "m" "q" "z" 1; "e" "c" "w" "y" 1;
