none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
"b" "c" 1;
"b" "c" 1;
"b" "c" 1;
"a" "s" 1; "b" "c" 1;
"a" "s" 1; "b" "c" 1; "c" "v" 1;
"a" "s" 1; "b" "c" 1; "c" "v" 1;
"a" "s" 1; "b" "c" 1; "c" "v" 1;
"a" "f" "s" 1; "b" "c" 1; "c" "v" 1;
"a" "f" "s" 1; "b" "c" 1; "c" "v" 1;
"a" "c" "f" "s" 1; "b" "c" 1; "c" "v" 1; "d" "s" 1;
"a" "c" "f" "s" 1; "b" "c" "x" 1; "c" "v" 1; "d" "s" 1;
"a" "c" "f" "s" 1; "b" "c" "x" 1; "c" "v" 1; "d" "s" 1;
"a" "c" "f" "s" 1; "b" "c" "x" 1; "c" "v" 1; "d" "s" 1;
"a" "c" "f" "s" 1; "b" "c" "x" 1; "c" "v" 1; "d" "s" 1;
"a" "c" "f" "s" 1; "b" "c" "x" 1; "c" "v" 1; "d" "q" "s" 1;
"a" "c" "f" "s" 1; "b" "c" "x" 1; "c" "v" 1; "d" "q" "s" 1;
"a" "c" "f" "s" 1; "b" "c" "x" 1; "c" "v" 1; "d" "q" "s" 1;
"a" "c" "f" "s" 1; "b" "c" "x" 1; "c" "v" 1; "d" "q" "s" 1;
"a" "c" "f" "r" "s" 1; "b" "c" "x" 1; "c" "v" 1; "d" "q" "s" "x" 1;
"a" "c" "f" "r" "s" 1; "b" "c" "x" 1; "c" "s" "v" 1; "d" "q" "s" "x" 1;
"a" "c" "f" "r" "s" 1; "b" "c" "x" 1; "c" "s" "v" 1; "d" "q" "s" "x" 1;
"a" "c" "f" "r" "s" 1; "b" "c" "x" 1; "c" "o" "s" "v" 1; "d" "q" "s" "x" 1;
"a" "c" "f" "r" "s" "z" 1; "b" "c" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" "s" "x" 1;
"a" "f" 2; "b" "c" "e" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" "s" "x" 1;
"a" "f" 2; "b" "c" "e" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" "s" "x" 1;
"a" "f" 2; "b" "c" "e" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" "s" "x" 1;
"a" "f" 2; "b" "c" "e" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" "s" "x" 1;
"a" "f" 2; "b" "c" "e" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" "s" "x" 1;
"a" "f" 2; "b" "c" "e" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 2; "e" "x" 1;
"a" "f" 2; "b" "c" "e" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 2; "e" "x" 1;
"a" "f" 2; "b" "c" "e" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 2; "e" "e" "x" 1;
"a" "f" 2; "b" "c" "e" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 2; "e" "e" "x" 1;
"a" "f" 2; "b" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 2; "e" "b" "e" "x" 1;
"a" "f" 2; "b" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 2; "e" "b" "e" "x" 1;
"a" "f" 2; "b" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 2; "e" "b" "e" "x" 1;
"a" "f" 2; "b" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 2; "e" "b" "e" "x" 1;
"a" "f" 2; "b" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 2; "e" "b" "e" "x" 1;
"a" "f" 2; "b" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 2; "e" "b" "e" "x" 1;
"a" "f" 2; "b" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 2; "e" "b" "e" "x" 1;
"a" "f" 2; "b" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 2; "e" "b" "e" "x" 1;
"a" "f" 2; "b" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 2; "e" "b" "e" "x" 1;
"a" "f" 2; "b" "a" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 3; "e" "b" "e" "x" 1;
"a" "f" 2; "b" "a" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 3; "e" "b" "e" "x" 1;
"a" "f" 2; "b" "a" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 3; "e" "b" "e" "x" 1;
"a" "f" 2; "b" "a" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 3; "e" "e" 2;
"a" "f" 2; "b" "a" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 3; "e" "e" 2;
"a" "f" 2; "b" "a" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 3; "e" "e" 2;
"a" "f" 2; "b" "a" "c" "e" "i" "p" "w" "x" "z" 1; "c" "l" "o" "s" "v" 1; "d" "q" 3; "e" "e" 2;
"a" "f" 2; "b" "a" "c" "e" "i" "p" "w" "x" "z" 1; "c" "o" 2; "d" "q" 3; "e" "e" 2;
"a" "f" 2; "b" "a" "c" "e" "i" "p" "w" "x" "z" 1; "c" "o" 2; "d" "q" 3; "e" "e" 2;
"a" "f" 2; "b" "a" "c" "e" "i" "p" "w" "x" "z" 1; "c" "o" 2; "d" "q" 3; "e" "e" 2;
"a" "f" 2; "b" "a" "c" "e" "i" "j" "p" "w" "x" "z" 1; "c" "o" 2; "d" "q" 3; "e" "e" 2;
"a" "f" 2; "b" "a" "c" "e" "i" "j" "p" "w" "x" "z" 1; "c" "o" 2; "d" "q" 3; "e" "e" 2;
"a" "f" 2; "b" "a" "c" "e" "i" "j" "o" "p" "w" "x" "z" 1; "c" "o" 2; "d" "q" 3; "e" "e" 2;
"a" "f" 2; "b" "a" "c" "e" "i" "j" "o" "p" "w" "x" "z" 1; "c" "o" 2; "d" "q" 3; "e" "e" 2;
"a" "f" 2; "b" "a" "c" "e" "i" "j" "o" "p" "w" "x" "z" 1; "c" "o" 2; "d" "q" 3; "e" "e" 2;
"a" "f" 2; "b" "a" "c" "e" "i" "j" "o" "p" "w" "x" "z" 1; "c" "o" 2; "d" "q" 3; "e" "e" 2;
"a" "f" 2; "b" "a" "c" "e" "i" "j" "o" "p" "w" "x" "z" 1; "c" "o" 2; "d" "q" 3; "e" "e" 2;
"a" "f" 2; "b" "a" "c" "e" "i" "j" "o" "p" "w" "x" "z" 1; "c" "o" 2; "d" "q" 3; "e" "e" 2;
"a" "f" 2; "b" "a" "c" "e" "i" "j" "o" "p" "u" "w" "x" "z" 1; "c" "o" 2; "d" "q" 3; "e" "e" 2;
