none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
"c" "a" 1;
"c" "a" 1;
"c" "a" 1;
"c" "a" 1;
"c" "a" 1;
"c" "a" 1;
"c" "a" 1;
"c" "a" 1;
"c" "a" 1;
"c" "a" 1;
"c" "a" 1;
"c" "a" 1;
"c" "a" 1;
"c" "a" 1;
"c" "a" 1; "d" "w" 1;
"c" "a" 1; "d" "w" 1;
"c" "a" "w" 1; "d" "w" 1;
"c" "a" "w" 1; "d" "w" 1;
"c" "a" "w" 1; "d" "w" 1;
"c" "a" "t" "w" 1; "d" "w" 1;
"c" "a" "k" "t" "w" 1; "d" "e" "g" "k" "w" 1;
"c" "a" "k" "t" "w" 1; "d" "e" "g" "k" "w" 1;
"c" "a" "j" "k" "t" "w" 1; "d" "e" "g" "k" "w" 1;
"c" "a" "j" "k" "t" "w" 1; "d" "e" "g" "k" "w" 1;
"c" "a" "j" "k" "t" "w" 1; "d" "e" "g" "k" "w" 1;
"c" "a" "j" "k" "t" "w" 1; "d" "e" "g" "k" "w" 1;
"c" "a" "j" "k" "t" "w" 1; "d" "e" "g" "k" "w" 1;
"c" "a" "e" "j" "k" "t" "w" 1; "d" "e" "g" "k" "w" 1;
"c" "a" "e" "j" "k" "t" "w" 1; "d" "e" "g" "k" "w" 1;
"c" "a" "e" "j" "k" "t" "w" 1; "d" "e" "g" "k" "w" 1;
"c" "a" 2; "d" "e" "g" "k" "w" 1;
"c" "a" 3; "d" "w" 2;
"b" "w" 1; "c" "a" 3; "d" "w" 2;
"b" "w" 1; "c" "a" 3; "d" "w" 2;
"b" "w" 1; "c" "a" 3; "d" "w" 2;
"b" "w" 1; "c" "a" 3; "d" "w" 2;
"b" "w" 1; "c" "a" 3; "d" "w" 2;
"b" "o" "w" 1; "c" "a" 3; "d" "w" 2;
"b" "o" "w" 1; "c" "a" 3; "d" "w" 2; "e" "f" 1;
"a" "m" "r" "t" 1; "b" "o" "w" 1; "c" "a" 3; "d" "w" 2; "e" "f" 1;
"a" "m" "r" "t" "x" 1; "b" "o" "w" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" 1;
"a" "m" "r" "t" "x" 1; "b" "o" "w" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" 1;
"a" "m" "r" "t" "x" 1; "b" "o" "w" "y" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" 1;
"a" "m" "r" "t" "x" 1; "b" "o" "w" "y" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" 1;
"a" "m" "p" "r" "t" "x" 1; "b" "o" "w" "y" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" 1;
"a" "m" "p" "r" "t" "x" 1; "b" "o" "w" "y" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" 1;
"a" "m" "p" "q" "r" "t" "x" 1; "b" "o" "w" "y" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" 1;
"a" "x" 2; "b" "o" "w" "y" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" "q" 1;
"a" "x" 2; "b" "o" "w" "y" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" "q" 1;
"a" "x" 2; "b" "o" "w" "y" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" "q" 1;
"a" "x" 2; "b" "o" "w" "y" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" "q" 1;
"a" "x" 2; "b" "o" "w" "y" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" "q" 1;
"a" "m" "p" "q" "r" "t" "x" 1; "b" "o" "w" "y" "z" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" "q" "x" 1;
"a" "m" "p" "q" "r" "t" "x" 1; "b" "o" "w" "y" "z" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" "q" "x" 1;
"a" "m" "p" "q" "r" "t" "x" 1; "b" "o" "w" "y" "z" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" "q" "x" 1;
"a" "m" "p" "q" "r" "t" "x" 1; "b" "o" "w" "y" "z" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" "q" "x" 1;
"a" "m" "p" "q" "r" "t" "x" 1; "b" "o" "w" "y" "z" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" "q" "x" 1;
"a" "m" "p" "q" "r" "t" "x" 1; "b" "o" "w" "y" "z" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" "q" "x" 1;
"a" "m" "p" "q" "r" "t" "x" 1; "b" "o" "w" "y" "z" 1; "c" "a" 3; "d" "w" 2; "e" "b" "f" "h" "q" "x" 1;
