none
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"d" "i" 1;
"b" "g" "p" 1; "c" "d" 1; "d" "g" "i" 1;
"b" "g" "p" 1; "c" "d" 1; "d" "g" "i" 1;
"b" "g" "p" 1; "c" "d" 1; "d" "g" "i" 1;
"b" "g" "p" 1; "c" "d" 1; "d" "g" "i" 1;
"b" "g" "p" 1; "c" "d" 1; "d" "g" "i" 1;
"b" "g" "p" 1; "c" "d" 1; "d" "g" "i" 1;
"b" "g" "i" "p" 1; "c" "d" 1; "d" "g" "i" 1;
"b" "g" "i" "p" 1; "c" "d" 1; "d" "g" "i" 1;
"a" "w" 1; "b" "g" "i" "p" "q" 1; "c" "d" "v" 1; "d" "g" "i" 1;
"a" "w" 1; "b" "g" "i" "p" "q" 1; "c" "d" "v" 1; "d" "g" "i" 1;
"a" "w" 1; "b" "g" "i" "p" "q" 1; "c" "d" "v" 1; "d" "g" "i" 1;
"a" "w" 1; "b" "g" "i" "p" "q" 1; "c" "d" "v" 1; "d" "g" "i" 1;
"a" "w" 1; "b" "g" "i" "p" "q" 1; "c" "d" "v" 1; "d" "g" "i" 1;
"a" "w" 1; "b" "g" "i" "p" "q" 1; "c" "d" "v" 1; "d" "g" "i" "v" 1;
"a" "g" "w" 1; "b" "g" "i" "p" "q" 1; "c" "d" "v" 1; "d" "g" "i" "v" 1;
"a" "g" "k" "t" "w" 1; "b" "g" "i" "p" "q" 1; "c" "d" "v" 1; "d" "g" "i" "k" "v" 1;
"a" "g" "k" "t" "w" 1; "b" "g" "i" "p" "q" 1; "c" "d" "v" 1; "d" "g" "i" "k" "v" 1;
"a" "g" "k" "t" "w" 1; "b" "g" "i" "p" "q" 1; "c" "d" "v" 1; "d" "g" "i" "k" "v" 1;
"a" "g" "k" "t" "w" 1; "b" "g" "i" "p" "q" 1; "c" "d" "v" 1; "d" "g" "i" "k" "p" "v" 1;
"a" "g" "k" "t" "w" 1; "b" "g" "i" "p" "q" 1; "c" "d" "v" 1; "d" "g" "i" "k" "p" "v" 1;
"a" "g" "k" "t" "w" 1; "b" "g" "i" "p" "q" 1; "c" "d" "v" 1; "d" "g" "i" "k" "p" "v" 1;
"a" "g" "k" "t" "v" "w" 1; "b" "g" "i" "p" "q" 1; "c" "d" "v" 1; "d" "g" "i" "k" "p" "v" 1;
"a" "g" 2; "b" "g" "i" "p" "q" "v" 1; "c" "d" "v" 1; "d" "g" "i" "k" "p" "v" 1; "e" "b" 1;
"a" "g" 2; "b" "g" "i" "p" "q" "v" 1; "c" "d" "v" 1; "d" "g" "i" "k" "p" "v" 1; "e" "b" "w" 1;
"a" "g" 2; "b" "g" "i" "p" "q" "v" "w" 1; "c" "d" "l" "v" 1; "d" "g" "i" "k" "n" "p" "v" 1; "e" "b" "w" 1;
"a" "g" 2; "b" "q" 2; "c" "d" "l" "v" 1; "d" "g" "i" "k" "n" "p" "v" 1; "e" "b" "w" 1;
"a" "g" 2; "b" "q" 2; "c" "d" "l" "v" 1; "d" "g" "i" "k" "n" "p" "v" "y" 1; "e" "b" "w" 1;
"a" "g" 2; "b" "q" 2; "c" "d" "l" "v" 1; "d" "g" "i" "k" "n" "p" "v" "y" 1; "e" "b" "w" 1;
"a" "g" 2; "b" "q" 2; "c" "d" "l" "v" 1; "d" "g" "i" "k" "n" "p" "v" "y" 1; "e" "b" "w" 1;
"a" "g" 2; "b" "q" 2; "c" "d" "l" "v" 1; "d" "g" "i" "k" "n" "p" "v" "y" 1; "e" "b" "w" 1;
"a" "g" 2; "b" "q" 2; "c" "d" "l" "v" 1; "d" "g" "i" "k" "n" "p" "v" "y" 1; "e" "b" "w" 1;
"a" "g" 2; "b" "q" 2; "c" "d" "l" "v" 1; "d" "g" "i" "k" "n" "p" "v" "y" 1; "e" "b" "w" 1;
"a" "g" 2; "b" "q" 3; "c" "d" "l" "v" 1; "d" "g" "i" "k" "n" "p" "s" "v" "y" 1; "e" "b" "w" 1;
"a" "g" 2; "b" "q" 3; "c" "d" "l" "v" 1; "d" "g" "i" "k" "n" "p" "s" "v" "y" 1; "e" "b" "w" 1;
"a" "g" 2; "b" "q" 3; "c" "d" "l" "v" 1; "d" "g" "i" "k" "n" "p" "s" "v" "y" 1; "e" "b" "w" 1;
"a" "g" 2; "b" "q" 3; "c" "d" "l" "v" 1; "d" "g" "i" "k" "n" "p" "s" "v" "y" 1; "e" "b" "w" "x" 1;
"a" "g" 2; "b" "q" 4; "c" "d" "l" "o" "v" 1; "d" "g" "i" "k" "n" "p" "s" "v" "y" 1; "e" "b" "w" "x" 1;
"a" "g" 2; "b" "q" 4; "c" "d" "l" "o" "v" 1; "d" "g" "i" "k" "n" "p" "s" "v" "y" 1; "e" "b" "w" "x" 1;
"a" "g" 2; "b" "q" 4; "c" "d" "l" "o" "p" "v" 1; "d" "g" "i" "k" "n" "p" "s" "v" "y" 1; "e" "b" "w" "x" 1;
