none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
"d" "e" "i" 1;
"d" "e" "i" 1;
"d" "e" "i" 1;
"b" "p" 1; "d" "e" "i" 1;
"b" "p" 1; "c" "n" 1; "d" "e" "i" 1; "e" "l" "m" 1;
"b" "p" "u" 1; "c" "n" 1; "d" "e" "i" 1; "e" "e" "l" "m" 1;
"b" "p" "u" 1; "c" "n" 1; "d" "e" "i" 1; "e" "e" "l" "m" 1;
"b" "p" "u" 1; "c" "n" 1; "d" "e" "i" 1; "e" "e" "l" "m" 1;
"b" "p" "u" 1; "c" "n" "u" 1; "d" "e" "i" 1; "e" "e" "l" "m" 1;
"b" "p" "u" 1; "c" "n" "u" 1; "d" "c" "e" "i" 1; "e" "e" "l" "m" 1;
"b" "p" "u" 1; "c" "n" "u" 1; "d" "c" "e" "i" 1; "e" "e" "l" "m" 1;
"b" "p" "u" 1; "c" "n" "u" "w" 1; "d" "c" "e" "i" 1; "e" "e" "l" "m" 1;
"a" "g" "q" 1; "b" "l" "p" "u" 1; "c" "n" "u" "w" 1; "d" "c" "e" "i" "p" 1; "e" "e" "l" "m" 1;
"a" "g" "j" "q" 1; "b" "l" "p" "q" "u" 1; "c" "n" "u" "w" 1; "d" "c" "e" "i" "p" 1; "e" "e" "l" "m" 1;
"a" "g" "j" "q" 1; "b" "l" "p" "q" "u" 1; "c" "n" "u" "w" 1; "d" "c" "e" "i" "p" 1; "e" "e" "l" "m" 1;
"a" "g" "j" "q" 1; "b" "l" "p" "q" "u" 1; "c" "n" "u" "w" 1; "d" "c" "e" "i" "p" 1; "e" "e" "l" "m" 1;
"a" "g" "j" "q" 1; "b" "l" "p" "q" "u" 1; "c" "n" "u" "w" 1; "d" "c" "e" "i" "p" 1; "e" "m" 2;
"a" "g" "j" "q" 1; "b" "l" "p" "q" "u" 1; "c" "n" "u" "w" 1; "d" "c" "e" "i" "p" 1; "e" "m" 2;
"a" "g" "j" "q" 1; "b" "l" "p" "q" "u" 1; "c" "n" "u" "w" 1; "d" "c" "e" "i" "p" 1; "e" "m" 2;
"a" "g" "j" "q" 1; "b" "l" "p" "q" "u" 1; "c" "n" "u" "w" 1; "d" "c" "e" "i" "p" 1; "e" "m" 2;
"a" "g" "j" "q" 1; "b" "d" 2; "c" "e" "n" "u" "w" 1; "d" "c" "e" "i" "p" 1; "e" "m" 2;
"a" "g" "j" "q" 1; "b" "d" 2; "c" "e" "n" "u" "w" 1; "d" "c" "e" "i" "p" 1; "e" "m" 2;
