none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
none
"b" "p" 1;
"b" "p" 1;
"a" "l" 1; "b" "p" 1;
"a" "l" 1; "b" "a" "p" 1;
"a" "l" 1; "b" "a" "p" 1;
"a" "l" 1; "b" "a" "p" 1; "d" "m" 1;
"a" "l" 1; "b" "a" "p" 1; "c" "k" 1; "d" "m" 1;
"a" "l" 1; "b" "a" "p" 1; "c" "k" 1; "d" "m" 1;
"a" "l" 1; "b" "a" "p" 1; "c" "k" 1; "d" "m" 1;
"a" "l" 1; "b" "a" "p" 1; "c" "k" 1; "d" "m" 1;
"a" "l" 1; "b" "a" "p" 1; "c" "k" 1; "d" "m" 1;
"a" "l" 1; "b" "a" "p" 1; "c" "k" 1; "d" "m" 1;
"a" "l" 1; "b" "a" "p" 1; "c" "k" 1; "d" "m" 1;
"a" "l" 1; "b" "a" "p" 1; "c" "k" 1; "d" "e" "m" 1;
"a" "l" "t" 1; "b" "a" "p" 1; "c" "k" 1; "d" "e" "m" 1;
"a" "l" "t" 1; "b" "a" "p" 1; "c" "k" 1; "d" "e" "m" 1;
"a" "l" "t" 1; "b" "a" "p" 1; "c" "k" 1; "d" "e" "m" 1;
"a" "l" "t" 1; "b" "a" "p" 1; "c" "k" 1; "d" "e" "m" 1;
"a" "g" "l" "t" 1; "b" "a" "p" 1; "c" "k" 1; "d" "e" "m" 1;
"a" "g" "l" "t" 1; "b" "a" "p" 1; "c" "k" 1; "d" "e" "m" 1;
"a" "g" "l" "t" 1; "b" "a" "p" 1; "c" "k" 1; "d" "e" "m" 1;
"a" "g" "l" "t" 1; "b" "a" "p" 1; "c" "k" 1; "d" "e" "m" 1;
"a" "g" "l" "t" 1; "b" "a" "p" 1; "c" "k" 1; "d" "e" "m" 1;
"a" "g" "l" "t" 1; "b" "a" "p" 1; "c" "k" 1; "d" "e" "m" 1;
"a" "g" "l" "t" 1; "b" "a" "p" 1; "c" "k" 1; "d" "e" "m" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "k" 1; "d" "e" "m" 1; "e" "l" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "k" 1; "d" "e" "m" 1; "e" "l" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" 1; "d" "e" "m" 1; "e" "l" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" 1; "d" "e" "m" 1; "e" "l" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" 1; "d" "e" "m" 1; "e" "l" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" 1; "d" "e" "m" 1; "e" "l" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" 1; "d" "e" "m" 1; "e" "l" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" 1; "d" "e" "m" 1; "e" "l" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" 1; "d" "m" 2; "e" "l" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" 1; "d" "m" 2; "e" "l" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" 1; "d" "m" 2; "e" "l" "y" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" 1; "d" "m" 2; "e" "l" "y" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" 1; "d" "i" "m" 2; "e" "l" "y" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" 1; "d" "i" "m" 2; "e" "l" "y" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" 1; "d" "i" "m" 2; "e" "l" "y" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" "r" 1; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" "r" 1; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" "r" 1; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" "r" 1; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "b" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" "r" 1; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "b" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" "r" 1; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "b" "g" "l" "t" 1; "b" "p" 2; "c" "c" "k" "r" 1; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "b" "g" "l" "t" 1; "b" "p" 3; "c" "c" "k" "r" 1; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "b" "g" "l" "t" 1; "b" "p" 3; "c" "c" "k" "r" 1; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "b" "g" "l" "t" 1; "b" "p" 3; "c" "c" "k" "r" 1; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "b" "g" "l" "t" 1; "b" "p" 3; "c" "c" "k" "r" 1; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "b" "g" "l" "t" 1; "b" "p" 3; "c" "c" "k" "r" 1; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "b" "g" "l" "t" 1; "b" "p" 3; "c" "c" "k" "r" 1; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "l" 2; "b" "p" 3; "c" "c" "k" "r" 1; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "l" 2; "b" "p" 3; "c" "c" "k" "r" 1; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "l" 2; "b" "p" 3; "c" "k" 2; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "l" 2; "b" "p" 3; "c" "k" 2; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "l" 2; "b" "p" 3; "c" "k" 2; "d" "i" "m" "w" 2; "e" "l" "y" 1;
"a" "l" 2; "b" "p" 3; "c" "k" 2; "d" "i" "m" "w" 2; "e" "l" "y" 1;
